teks,clean1,clean2,clean3,sentimen_lexicon,label_lexicon,cleaned
vaksin jenama astrazeneca taknak . takut blood clotting laa . bab hembus mungkin rokok segan silu idok plok korang takut yer . dua² clinical based tu deh . of course laa bab rokok tu korang taktau je .,vaksin jenama astrazeneca taknak  takut blood clotting laa  bab hembus mungkin rokok segan silu idok plok korang takut yer  dua² clinical based tu deh  of course laa bab rokok tu korang taktau je ,vaksin jenama astrazeneca taknak takut blood clotting laa bab hembus rokok segan silu idok plok korang takut yer dua² clinical based tu deh of course laa bab rokok tu korang taktau je,vaksin jenama astrazeneca taknak takut blood clotting laa bab hembus rokok segan silu idok plok korang takut yer dua clinical based tu deh of course laa bab rokok tu korang taktau je,-19,2,vaksin jenama astrazeneca taknak takut blood clotting laa bab hembus rokok segan silu idok plok korang takut yer dua clinical based tu deh of course laa bab rokok tu korang taktau je
"@ asepsuwarno77 @ lisaamartatara4 jgnkan 100 , 1000 , 5000 , 10.000 kadrun betina dihentikan hoaxnya , dokter vaksin palsu",    jgnkan        kadrun betina dihentikan hoaxnya  dokter vaksin palsu,jgnkan kadrun betina dihentikan hoaxnya dokter vaksin palsu,jgnkan kadrun betina henti hoaxnya dokter vaksin palsu,-6,2,jgnkan kadrun betina henti hoaxnya dokter vaksin palsu
"doktor swasta vaksin 150,000 sehari , mma https : //t.co/eqhemyrurn",doktor swasta vaksin  sehari  mma https  tcoeqhemyrurn,doktor swasta vaksin sehari mma https tcoeqhemyrurn,doktor swasta vaksin hari mma https tcoeqhemyrurn,0,0,doktor swasta vaksin hari mma https tcoeqhemyrurn
@ khairizulfadhli ragu-ragu pasal vaksin ini.. bab vaksin tang agama dihina ? agamawan berbeza pendapat pasal vaksin ini.., khairizulfadhli raguragu pasal vaksin ini bab vaksin tang agama dihina  agamawan berbeza pendapat pasal vaksin ini,khairizulfadhli raguragu pasal vaksin bab vaksin tang agama dihina agamawan berbeza pendapat pasal vaksin,khairizulfadhli raguragu pasal vaksin bab vaksin tang agama hina agamawan berbeza dapat pasal vaksin,-18,2,khairizulfadhli raguragu pasal vaksin bab vaksin tang agama hina agamawan berbeza dapat pasal vaksin
"hanna , australia china , disuntik vaksin sinovac persetujuan negaranya . dikarantina , divaksinasi ulang pulang australia . https : //t.co/nhtj4r9qzh",hanna  australia china  disuntik vaksin sinovac persetujuan negaranya  dikarantina  divaksinasi ulang pulang australia  https  ,hanna australia china disuntik vaksin sinovac persetujuan negaranya dikarantina divaksinasi ulang pulang australia https,hanna australia china suntik vaksin sinovac tuju negara karantina vaksinasi ulang pulang australia https,3,1,hanna australia china suntik vaksin sinovac tuju negara karantina vaksinasi ulang pulang australia https
"@ loviayolandaa awal2 1-3 moms , nantik deh 1tahun ulang . panjaaang deh vaksin anak skrang , dokter arsen 2020 anak2 mesti vasin pcv sm influenza wajib moms mengurangi dampak covid anak . vaksin campak rubela wkwk", loviayolandaa   moms  nantik deh  ulang  panjaaang deh vaksin anak skrang  dokter arsen   mesti vasin pcv sm influenza wajib moms mengurangi dampak covid anak  vaksin campak rubela wkwk,loviayolandaa moms nantik deh ulang panjaaang deh vaksin anak skrang dokter arsen mesti vasin pcv sm influenza wajib moms mengurangi dampak covid anak vaksin campak rubela wkwk,loviayolandaa moms nantik deh ulang panjaaang deh vaksin anak skrang dokter arsen mesti vasin pcv sm influenza wajib moms kurang dampak covid anak vaksin campak rubela wkwk,-21,2,loviayolandaa moms nantik deh ulang panjaaang deh vaksin anak skrang dokter arsen mesti vasin pcv sm influenza wajib moms kurang dampak covid anak vaksin campak rubela wkwk
@ gus_raharjo efek samping vaksin palsu, gusraharjo efek samping vaksin palsu,gusraharjo efek samping vaksin palsu,gusraharjo efek samping vaksin palsu,-1,2,gusraharjo efek samping vaksin palsu
"definisi sehat pakai masker , jaga jarak shalat berjama'ah amp ; disuntik vaksin laknat covid19 ? definisi ? wkwk sinting banget cuy . bukannya definisi sinting ? 🤭 ayolah waras . diajak waras susah .",definisi sehat pakai masker  jaga jarak shalat berjamaah amp  disuntik vaksin laknat   definisi  wkwk sinting banget cuy  bukannya definisi sinting  🤭 ayolah waras  diajak waras susah ,definisi sehat pakai masker jaga jarak shalat berjamaah amp disuntik vaksin laknat definisi wkwk sinting banget cuy definisi sinting 🤭 ayolah waras diajak waras susah,definisi sehat pakai masker jaga jarak shalat jamaah amp suntik vaksin laknat definisi wkwk sinting banget cuy definisi sinting ayo waras ajak waras susah,14,1,definisi sehat pakai masker jaga jarak shalat jamaah amp suntik vaksin laknat definisi wkwk sinting banget cuy definisi sinting ayo waras ajak waras susah
"@ geloraco vaksin ikthiar pemerintah tanggulangin virus , gak perlu pahlawan kesiangan ... .😁 ditanya bertgjwb , absurd .", geloraco vaksin ikthiar pemerintah tanggulangin virus  gak perlu pahlawan kesiangan  😁 ditanya bertgjwb  absurd ,geloraco vaksin ikthiar pemerintah tanggulangin virus gak pahlawan kesiangan 😁 bertgjwb absurd,geloraco vaksin ikthiar perintah tanggulangin virus gak pahlawan siang bertgjwb absurd,3,1,geloraco vaksin ikthiar perintah tanggulangin virus gak pahlawan siang bertgjwb absurd
"target 256 , dki vaksin 30 pekerja transportasi https : //t.co/glcap3eedb",target   dki vaksin  pekerja transportasi https  ,target dki vaksin pekerja transportasi https,target dki vaksin kerja transportasi https,2,1,target dki vaksin kerja transportasi https
@ lisaamartatara4 @ mr_cosanostr @ mrsmile80986555 @ armuchsin @ vandinnie densus99 pemburu vaksin palsu ? ? ?,   mrcosanostr    armuchsin  vandinnie  pemburu vaksin palsu   ,mrcosanostr armuchsin vandinnie pemburu vaksin palsu,mrcosanostr armuchsin vandinnie buru vaksin palsu,1,1,mrcosanostr armuchsin vandinnie buru vaksin palsu
@ jkjavmy what about sarawak ? ?, jkjavmy what about sarawak  ,jkjavmy what about sarawak,jkjavmy what about sarawak,0,0,jkjavmy what about sarawak
"kasihan banget , semoga ibunya normal sehat lagi🥺💔 kasus lumpuh gini vaksin tetep dilanjutkan ? engga investigasi medis mendalam ? profesional vaksinasi baca kasus kayak gini takut . semoga gada kasus allah🥺 https : //t.co/lc6neqqnqg",kasihan banget  semoga ibunya normal sehat lagi🥺💔 kasus lumpuh gini vaksin tetep dilanjutkan  engga investigasi medis mendalam  profesional vaksinasi baca kasus kayak gini takut  semoga gada kasus allah🥺 https  ,kasihan banget semoga ibunya normal sehat lagi🥺💔 lumpuh gini vaksin tetep dilanjutkan engga investigasi medis mendalam profesional vaksinasi baca kayak gini takut semoga gada allah🥺 https,kasihan banget moga ibu normal sehat lagi lumpuh gin vaksin tetep lanjut engga investigasi medis dalam profesional vaksinasi baca kayak gin takut moga gada allah https,20,1,kasihan banget moga ibu normal sehat lagi lumpuh gin vaksin tetep lanjut engga investigasi medis dalam profesional vaksinasi baca kayak gin takut moga gada allah https
@ sahal_as @ lisaamartatara4 @ noeruzzaman kbanyakan suntik vaksin palsu emak2, sahalas    noeruzzaman kbanyakan suntik vaksin palsu ,sahalas noeruzzaman kbanyakan suntik vaksin palsu,sahalas noeruzzaman kbanyakan suntik vaksin palsu,0,0,sahalas noeruzzaman kbanyakan suntik vaksin palsu
"takutin vaksin , anaknya penyakitan . takut screening nya abal2 . https : //t.co/tyswieoi65",takutin vaksin  anaknya penyakitan  takut screening nya   https  ,takutin vaksin anaknya penyakitan takut screening nya https,takutin vaksin anak sakit takut screening nya https,-7,2,takutin vaksin anak sakit takut screening nya https
"mdh²n disampaikan . kpd yth . who . diusahakan bantuan india obat²an , ventilator , veltbed vaksin beserta peralatan vaksinasi . mengurangi penularan covid sosialisasi masker , cuci tangan jaga jarak .",mdh²n disampaikan  kpd yth  who  diusahakan bantuan india obat²an  ventilator  veltbed vaksin beserta peralatan vaksinasi  mengurangi penularan covid sosialisasi masker  cuci tangan jaga jarak ,mdh²n kpd yth who diusahakan bantuan india obat²an ventilator veltbed vaksin beserta peralatan vaksinasi mengurangi penularan covid sosialisasi masker cuci tangan jaga jarak,mdh n kpd yth who usaha bantu india obat an ventilator veltbed vaksin serta alat vaksinasi kurang tular covid sosialisasi masker cuci tangan jaga jarak,2,1,mdh n kpd yth who usaha bantu india obat an ventilator veltbed vaksin serta alat vaksinasi kurang tular covid sosialisasi masker cuci tangan jaga jarak
@ alifbaihak denger-denger gak vaksin ? ? ?, alifbaihak dengerdenger gak vaksin   ,alifbaihak dengerdenger gak vaksin,alifbaihak dengerdenger gak vaksin,0,0,alifbaihak dengerdenger gak vaksin
"@ rajapetra now 1mdb is cause of covid 19 kahkah . who has brain , polician or rakyat ? we need a new vaksin kahkah", rajapetra now  is cause of covid  kahkah  who has brain  polician or rakyat  we need a new vaksin kahkah,rajapetra now is cause of covid kahkah who has brain polician or rakyat we need a new vaksin kahkah,rajapetra now is cause of covid kah who has brain polician or rakyat we need a new vaksin kah,0,0,rajapetra now is cause of covid kah who has brain polician or rakyat we need a new vaksin kah
@ ndrews110611 @ pdi_perjuangan pengen lihat mak vaksin palsu @ lisaamartatara4 mewek2 kayak .,   pdiperjuangan pengen lihat mak vaksin palsu    kayak ,pdiperjuangan pengen lihat mak vaksin palsu kayak,pdiperjuangan ken lihat mak vaksin palsu kayak,3,1,pdiperjuangan ken lihat mak vaksin palsu kayak
"mantap , penjelasan terawan vaksin nusantara aman hingga jurnal internasional https : //t.co/yu2vayoju2",mantap  penjelasan terawan vaksin nusantara aman hingga jurnal internasional https  ,mantap penjelasan terawan vaksin nusantara aman jurnal internasional https,mantap jelas awan vaksin nusantara aman jurnal internasional https,6,1,mantap jelas awan vaksin nusantara aman jurnal internasional https
"heeeeiiiiii @ lisaamartatara4 adu domba bodohnya vaksin gabung nu ... . pe , 'a https : //t.co/horwqemw4s https : //t.co/vmuwkuzfm8",heeeeiiiiii   adu domba bodohnya vaksin gabung nu   pe  a https   https  ,heeeeiiiiii adu domba bodohnya vaksin gabung nu pe a https https,heeeeiiiiii adu domba bodoh vaksin gabung nu pe a https https,-16,2,heeeeiiiiii adu domba bodoh vaksin gabung nu pe a https https
vaksin nusantara `` karya anak bangsa '' https : //t.co/z6y8nrtsis,vaksin nusantara  karya anak bangsa  https  ,vaksin nusantara karya anak bangsa https,vaksin nusantara karya anak bangsa https,0,0,vaksin nusantara karya anak bangsa https
abis vaksin lengan kiri nyeri ga kelar2 deh,abis vaksin lengan kiri nyeri ga  deh,abis vaksin lengan kiri nyeri ga deh,abis vaksin lengan kiri nyeri ga deh,-6,2,abis vaksin lengan kiri nyeri ga deh
"nasib vaksin astrazeneca , dibuang malaysia , disayang indonesia https : //t.co/s0kctauxzl",nasib vaksin astrazeneca  dibuang malaysia  disayang indonesia https  ,nasib vaksin astrazeneca dibuang malaysia disayang indonesia https,nasib vaksin astrazeneca buang malaysia sayang indonesia https,0,0,nasib vaksin astrazeneca buang malaysia sayang indonesia https
risk qrupunda olmayıb vaksin vurdura bilmək mümkündür ?,risk qrupunda olmayıb vaksin vurdura bilmək mümkündür ,risk qrupunda olmayıb vaksin vurdura bilmək mümkündür,risk qrupunda olmayıb vaksin vurdura bilm k m mk nd r,0,0,risk qrupunda olmayıb vaksin vurdura bilm k m mk nd r
ahh bikin bener2 tidak tua ku vaksin.. resiko . https : //t.co/aegteflugj,ahh bikin  tidak tua ku vaksin resiko  https  tcoaegteflugj,ahh bikin tua ku vaksin resiko https tcoaegteflugj,ahh bikin tua ku vaksin resiko https tcoaegteflugj,-4,2,ahh bikin tua ku vaksin resiko https tcoaegteflugj
# vaksin # immunity https : //t.co/l6ybk4wbip, vaksin  immunity https  ,vaksin immunity https,vaksin immunity https,0,0,vaksin immunity https
daftar penerima vaksin deh eversince announced ; ’ ) https : //t.co/4c67wnipjt,daftar penerima vaksin deh eversince announced    https  ,daftar penerima vaksin deh eversince announced https,daftar terima vaksin deh eversince announced https,3,1,daftar terima vaksin deh eversince announced https
